Date-Month,Precipitation,Temp,WTE,Normalized_FCH4
1990-01,0.125,0.31869555,0.928838951,0.071227856
1990-02,0.08,0.247233341,0.913857678,0.193036042
1990-03,0.165,0.451848364,0.898876404,0.500794136
1990-04,0.2,0.614433718,0.91011236,0.631154551
1990-05,0.07,0.744290087,0.928838951,0.729016494
1990-06,0.46,0.91311514,0.936329588,0.470616982
1990-07,0.145,0.946315046,0.928838951,0.236774588
1990-08,0.07,0.952083824,0.898876404,0.13879047
1990-09,0.15,0.812926772,0.876404494,0.029444105
1990-10,0.345,0.60878267,0.865168539,0.027978009
1990-11,0.05,0.470449729,0.861423221,0
1990-12,0.095,0.202378149,0.853932584,0.028833232
1991-01,0.08,0.127148575,0.838951311,0.053756872
1991-02,0.095,0.314457264,0.823970037,0.081368357
1991-03,0.12,0.453496586,0.816479401,0.177886378
1991-04,0.235,0.673181069,0.816479401,0.47806964
1991-05,0.275,0.856016011,0.842696629,0.717287721
1991-06,0.34,0.940899458,0.850187266,0.585827734
1991-07,0.245,0.955851189,0.846441948,0.347587049
1991-08,0.2,0.975158936,0.820224719,0.136346976
1991-09,0.285,0.792559454,0.805243446,0.065974343
1991-10,0.15,0.603013892,0.805243446,0.028955406
1991-11,0.24,0.346362138,0.801498127,0.013317043
1991-12,0.1,0.246762421,0.797752809,0.005009163
1992-01,0.05,0.267247469,0.786516854,0.064752596
1992-02,0.1,0.335766423,0.779026217,0.184850336
1992-03,0.085,0.426065458,0.771535581,0.084789249
1992-04,0.145,0.552389922,0.775280899,0.267073916
1992-05,0.3,0.777725453,0.797752809,0.596090409
1992-06,0.565,0.830233106,0.812734082,0.50091631
1992-07,0.35,0.845302567,0.835205993,0.264263897
1992-08,0.485,0.852955027,0.838951311,0.100794136
1992-09,0.295,0.754179421,0.846441948,0.112767257
1992-10,0.02,0.602660702,0.861423221,0.07782529
1992-11,0.12,0.396161997,0.857677903,0.115821625
1992-12,0.16,0.206616435,0.853932584,0.143066585
1993-01,0.085,0.154579703,0.831460674,0.263653024
1993-02,0.015,0.219095832,0.820224719,0.617837508
1993-03,0.09,0.405227219,0.805243446,0.471960904
1993-04,0.235,0.568872145,0.808988764,0.327794746
1993-05,0.21,0.721921356,0.846441948,0.592913867
1993-06,0.36,0.836119614,0.857677903,0.371288943
1993-07,0.63,0.910642807,0.865168539,0.136346976
1993-08,0.325,0.918295267,0.891385768,0.060109957
1993-09,0.27,0.712149753,0.887640449,0.033231521
1993-10,0.095,0.565811161,0.891385768,0.068295663
1993-11,0.205,0.346362138,0.891385768,0.502138057
1993-12,0.105,0.239580881,0.883895131,0.074893097
1994-01,0.08,0,0.876404494,0.017104459
1994-02,0.07,0.136566988,0.865168539,0.037751985
1994-03,0.095,0.423475394,0.857677903,0.250458155
1994-04,0.24,0.564633859,0.853932584,0.479413561
1994-05,0.22,0.767482929,0.898876404,0.413927917
1994-06,0.735,0.89098187,0.913857678,0.854001222
1994-07,0.295,0.911820108,0.947565543,0.688943189
1994-08,0.33,0.871556393,0.947565543,0.497495418
1994-09,0.265,0.820461502,0.940074906,0.081368357
1994-10,0.215,0.664233577,0.940074906,0.120219914
1994-11,0.17,0.45620438,0.951310861,0.141356139
1994-12,0.055,0.293148105,0.940074906,0.150152718
1995-01,0.095,0.192842006,0.925093633,0.649602932
1995-03,0.085,0.170708736,0.902621723,0.540012217
1995-04,0.08,0.432187426,0.913857678,0.483445327
1995-05,0.14,0.517541794,0.925093633,0.398411729
1995-06,0.215,0.740169531,0.940074906,0.0526573
1995-07,0.155,0.93501295,0.917602996,0.121441662
1995-08,0.58,0.933835649,0.917602996,0.023824068
1995-09,0.36,0.924299506,0.898876404,0.012339646
1995-10,0.545,0.754532611,0.921348315,0.030665852
1995-11,0.335,0.597009654,0.936329588,0.057544288
1995-12,0.16,0.283611961,0.936329588,0.177275504
1996-01,0.18,0.156110195,0.93258427,0.542822236
1996-02,0.18,0.009065223,0.928838951,0.658399511
1996-03,0.165,0.177066164,0.913857678,0.959560171
1996-04,0.08,0.284789263,0.906367041,0.749053146
1996-05,0.14,0.520602778,0.97752809,0.461087355
1996-06,0.16,0.708617848,0.985018727,0.293341478
1996-07,0.36,0.876147869,0.97752809,0.097739768
1996-08,0.38,0.892394632,0.97752809,0.038240684
1996-09,0.11,0.923593125,0.95505618,0.003665241
1996-10,0.33,0.776077231,0.947565543,0.01478314
1996-11,0.38,0.591947257,0.947565543,0.335858277
1996-12,0.315,0.305509772,0.95505618,0.385583384
1997-01,0.13,0.155286084,0.940074906,0.775565058
1997-02,0.195,0.099128797,0.928838951,1
1997-03,0.05,0.228631976,0.917602996,0.855222969
1997-04,0.16,0.363433012,0.928838951,0.665607819
1997-05,0.09,0.546856605,0.970037453,0.44825901
1997-06,0.2,0.663056275,0.981273408,0.207330483
1997-07,0.51,0.900047092,0.985018727,0.109102016
1997-08,0.45,0.92017895,0.985018727,0.066096518
1997-09,0.14,0.860960678,0.970037453,0.046915089
1997-10,0.365,0.811043089,0.966292135,0.053145999
1997-11,0.225,0.60878267,0.962546816,0.058521686
1997-12,0.13,0.358135154,0.958801498,0.150274893
1998-01,0.025,0.329644455,0.943820225,0.437385461
1998-02,0.07,0.227101483,0.936329588,0.925717776
1998-03,0.1,0.415469743,0.93258427,0.743555284
1998-04,0.145,0.392276901,0.936329588,0.615394013
1998-05,0.07,0.63009183,0.936329588,0.299205864
1998-06,0.37,0.784200612,0.940074906,0.166768479
1998-07,0.365,0.83305863,0.928838951,0.121197312
1998-08,0.26,0.909465505,0.913857678,0.043860721
1998-09,0.21,0.926654109,0.902621723,0.045082468
1998-10,0.28,0.808217565,0.895131086,0.046304215
1998-11,0.39,0.607958559,0.891385768,0.066829566
1998-12,0.22,0.408759124,0.891385768,0.223946243
1999-01,0.14,0.214151166,0.887640449,0.558216249
1999-02,0.07,0.125264893,0.887640449,0.663530849
1999-03,0.095,0.31916647,0.872659176,0.712156384
1999-04,0.145,0.425359077,0.898876404,0.56004887
1999-05,0.16,0.604191194,0.917602996,0.335003054
1999-06,0.425,0.743230516,0.936329588,0.1367135
1999-07,0.33,0.853779138,0.962546816,0.095907147
1999-08,0.89,0.939133506,0.97752809,0.046792914
1999-09,0.375,0.868966329,0.996254682,0.030910202
1999-10,0.385,0.722274547,0.992509363,0.011484423
1999-11,0.12,0.556275018,1,0.129383018
1999-12,0.01,0.465269602,0.988764045,0.288087966
2000-01,0.045,0.27572404,0.966292135,0.432864997
2000-02,0.06,0.124911702,0.943820225,0.725839951
2000-03,0.075,0.317518248,0.928838951,0.66096518
2000-04,0.125,0.479632682,0.928838951,0.781918143
2000-05,0.14,0.562985637,0.936329588,0.436530238
2000-06,0.195,0.739816341,0.93258427,0.177153329
2000-07,0.44,0.794089946,0.936329588,0.141967013
2000-08,0.235,0.921591712,0.917602996,0.104825901
2000-09,0.355,0.875323758,0.906367041,0.059499084
2000-10,0.145,0.708146927,0.898876404,0.076725718
2000-11,0.26,0.606192607,0.902621723,0.144777031
2000-12,0.35,0.382858488,0.906367041,0.170311546
2001-01,0.085,0.024605604,0.898876404,0.445448992
2001-02,0.06,0.242641865,0.883895131,0.38753818
2001-03,0.185,0.091240876,0.872659176,0.285277947
2001-04,0.04,0.376030139,0.868913858,0.282467929
2001-05,0.41,0.574758653,0.925093633,0.255345144
2001-06,0.355,0.741229103,0.958801498,0.133536958
2001-07,0.435,0.858488345,0.985018727,0.031887599
2001-08,0.205,0.912644219,0.970037453,
2001-09,0.275,0.903814457,0.958801498,
2001-10,0.13,0.778902755,0.947565543,
2001-11,0.32,0.603367083,0.943820225,
2001-12,0.215,0.55050624,0.943820225,
2002-01,0.105,0.324699788,0.940074906,
2002-02,0.03,0.251353897,0.925093633,
2002-03,0.02,0.339769249,0.913857678,
2002-04,0.11,0.292794914,0.902621723,
2002-05,0.095,0.555568637,0.91011236,
2002-06,0.2,0.685895927,0.913857678,
2002-07,0.74,0.925594537,0.962546816,
2002-08,0.385,0.981280904,0.958801498,
2002-09,0.22,0.91299741,0.947565543,
2002-10,0.175,0.817635978,0.93258427,
2002-11,0.26,0.501648222,0.93258427,
2002-12,0.05,0.378502472,0.917602996,
2003-01,0.045,0.301036025,0.91011236,
2003-02,0.02,0.151518719,0.891385768,
2003-03,0.03,0.146691782,0.883895131,
2003-04,0.055,0.371438663,0.872659176,
2003-05,0.155,0.593595479,0.872659176,
2003-06,0.285,0.744290087,0.880149813,
2003-07,0.34,0.871909583,0.876404494,
2003-08,0.5,0.939133506,0.876404494,
2003-09,0.18,0.951612903,0.861423221,
2003-10,0.19,0.777607723,0.850187266,
2003-11,0.15,0.611372734,0.846441948,
2003-12,0.165,0.360489757,0.842696629,
2004-01,0.07,0.298092771,0.831460674,
2004-02,0.105,0.058747351,0.823970037,
2004-03,0.06,0.286319755,0.816479401,
2004-04,0.15,0.430186014,0.820224719,
2004-05,0.1,0.582293384,0.835205993,
2004-06,0.335,0.676712974,0.838951311,
2004-07,0.225,0.819637391,0.842696629,
2004-08,0.36,0.894749235,0.831460674,
2004-09,0.215,0.812220391,0.823970037,
2004-10,0.625,0.845891217,0.846441948,
2004-11,0.275,0.622439369,0.850187266,
2004-12,0.04,0.455851189,0.853932584,
2005-01,0.165,0.212973864,0.842696629,
2005-02,0.225,0.105486226,0.838951311,
2005-03,0.055,0.287497057,0.827715356,
2005-04,0.07,0.366847186,0.838951311,
2005-05,0.06,0.65246056,0.868913858,
2005-06,0.45,0.729456087,0.906367041,
2005-07,0.39,0.909818696,0.906367041,
2005-08,0.14,0.974805745,0.895131086,
2005-09,0.15,0.904520838,0.853932584,
2005-10,0.225,0.816576407,0.853932584,
2005-11,0.32,0.646809513,0.853932584,
2005-12,0.34,0.432658347,0.853932584,
2006-01,0.105,0.269955263,0.850187266,
2006-02,0.045,0.341064281,0.835205993,
2006-03,0.105,0.177419355,0.827715356,
2006-04,0.195,0.439839887,0.838951311,
2006-05,0.115,0.664939958,0.865168539,
2006-06,0.24,0.785024723,0.876404494,
2006-07,0.24,0.885095361,0.857677903,
2006-08,0.155,0.981751825,0.835205993,
2006-09,0.13,0.919001648,0.812734082,
2006-10,0.215,0.762302802,0.805243446,
2006-11,0.16,0.551801271,0.805243446,
2006-12,0.125,0.437014363,0.801498127,
2007-01,0.105,0.333882741,0.794007491,
2007-02,0.02,0.213091594,0.775280899,
2007-03,0.1,0.133270544,0.767790262,
2007-04,0.225,0.421473982,0.779026217,
2007-05,0.215,0.562985637,0.794007491,
2007-06,0.245,0.791735343,0.808988764,
2007-07,0.31,0.899693902,0.805243446,
2007-08,0.175,0.939486696,0.767790262,
2007-09,0.155,0.899576171,0.752808989,
2007-10,0.53,0.791735343,0.760299625,
2007-11,0.35,0.672945609,0.775280899,
2007-12,0.055,0.423239934,0.775280899,
2008-01,0.15,0.207440546,0.767790262,
2008-02,0.02,0.167059101,0.760299625,
2008-03,0.04,0.170237815,0.74906367,
2008-04,0.04,0.35472098,0.745318352,
2008-05,0.48,0.548151636,0.797752809,
2008-06,0.185,0.692724276,0.816479401,
2008-07,0.375,0.860372027,0.823970037,
2008-08,0.38,0.925476807,0.816479401,
2008-09,0.065,0.919354839,0.797752809,
2008-10,0.24,0.794914057,0.790262172,
2008-11,0.26,0.639981163,0.790262172,
2008-12,0.11,0.426771839,0.786516854,
2009-01,0.21,0.118083353,0.779026217,
2009-02,0.08,0.080409701,0.767790262,
2009-03,0.09,0.243112785,0.764044944,
2009-04,0.325,0.388509536,0.786516854,
2009-05,0.125,0.600659289,0.823970037,
2009-06,0.265,0.712856134,0.838951311,
2009-07,0.175,0.845891217,0.831460674,
2009-08,0.26,0.872380504,0.816479401,
2009-09,0.325,0.881445726,0.808988764,
2009-10,0.04,0.871085472,0.794007491,
2009-11,0.315,0.560866494,0.794007491,
2009-12,0.115,0.533082176,0.797752809,
2010-01,0.12,0.202378149,0.790262172,
2010-02,0.085,0.184129974,0.779026217,
2010-03,0.02,0.255238992,0.767790262,
2010-04,0.05,0.545326113,0.771535581,
2010-05,0.095,0.686602308,0.775280899,
2010-06,0.215,0.778431834,0.779026217,
2010-07,0.39,0.856133741,0.775280899,
2010-08,0.435,0.957381681,0.779026217,
2010-09,0.535,0.9566753,0.790262172,
2010-10,0.38,0.731339769,0.794007491,
2010-11,0.24,0.672121498,0.805243446,
2010-12,0.17,0.448787379,0.805243446,
2011-01,0.205,0.205792324,0.797752809,
2011-02,0.15,0.119613845,0.790262172,
2011-03,0.03,0.228278785,0.782771536,
2011-04,0.035,0.381327996,0.779026217,
2011-05,0.355,0.58688486,0.831460674,
2011-06,0.2,0.748881563,0.842696629,
2011-07,0.545,0.851777725,0.865168539,
2011-08,0.29,0.97857311,0.872659176,
2011-09,0.4,0.943254062,0.872659176,
2011-10,0.105,0.785495644,0.865168539,
2011-11,0.215,0.683188133,0.861423221,
2011-12,0.08,0.477042618,0.850187266,
2012-01,0.03,0.330468566,0.846441948,
2012-02,0.095,0.26053685,0.827715356,
2012-03,0.12,0.346833059,0.816479401,
2012-04,0.185,0.571109018,0.823970037,
2012-05,0.395,0.617494702,0.861423221,
2012-06,0.46,0.791146692,0.880149813,
2012-07,0.335,0.90605133,0.872659176,
2012-08,0.32,1,0.865168539,
2012-09,0.15,0.921709442,0.850187266,
2012-10,0.05,0.781963739,0.831460674,
2012-11,0.21,0.606781257,0.823970037,
2012-12,0.195,0.453143395,0.820224719,
2013-01,0.1,0.255474453,0.812734082,
2013-02,0.185,0.192842006,0.801498127,
2013-03,0.135,0.223216388,0.794007491,
2013-04,0.195,0.34024017,0.790262172,
2013-05,0.325,0.505768778,0.823970037,
2013-06,0.23,0.720744055,0.846441948,
2013-07,0.3,0.867906758,0.846441948,
2013-08,0.315,0.940310808,0.846441948,
2013-09,0.195,0.944431363,0.827715356,
2013-10,0.115,0.834118201,0.812734082,
2013-11,0.28,0.627384036,0.812734082,
2013-12,0.085,0.411113727,0.808988764,
2014-01,0.18,0.073228161,0.794007491,
2014-02,0.085,0.048622557,0.786516854,
2014-03,0.155,0.100070638,0.779026217,
2014-04,0.12,0.29691547,0.775280899,
2014-05,0.26,0.533553096,0.812734082,
2014-06,0.355,0.76100777,0.872659176,
2014-07,0.73,0.888744996,0.880149813,
2014-08,0.265,0.915234283,0.880149813,
2014-09,0.29,0.914881093,0.872659176,
2014-10,0.17,0.802448787,0.872659176,
2014-11,0.13,0.636566988,0.868913858,
2014-12,0.055,0.334589122,0.853932584,
2015-01,0.06,0.329173534,0.846441948,
2015-02,0.06,0.206616435,0.838951311,
2015-03,0.06,0.116906051,0.823970037,
2015-04,0.09,0.451141983,0.823970037,
2015-05,0.085,0.613962797,0.820224719,
2015-06,0.505,0.740875912,0.868913858,
2015-07,0.3,0.882740758,0.857677903,
2015-08,0.325,0.964563221,0.831460674,
2015-09,0.515,0.916411585,0.816479401,
2015-10,0.535,0.872615964,0.816479401,
2015-11,0.24,0.660466211,0.816479401,
2015-12,0.31,0.521309159,0.831460674,
2016-01,0.195,0.383093949,0.831460674,
2016-02,0.09,0.223569579,0.823970037,
2016-03,0.105,0.285495644,0.816479401,
2016-04,0.24,0.50729927,0.850187266,
2016-05,0.21,0.591711797,0.872659176,
2016-06,0.15,0.78985166,0.868913858,
2016-07,0.315,0.878031552,0.865168539,
2016-08,0.41,0.951259713,0.868913858,
2016-09,0.41,0.940310808,0.861423221,
2016-10,0.385,0.829408995,0.868913858,
2016-11,0.09,0.67365199,0.861423221,
2016-12,0.3,0.559453732,0.872659176,
2017-01,0.195,0.233929833,0.846441948,
2017-02,0.14,0.241464563,0.835205993,
2017-03,0.14,0.318342359,0.838951311,
2017-04,0.095,0.408641394,0.861423221,
2017-05,0.235,0.631622322,0.887640449,
2017-06,0.175,0.745820579,0.891385768,
2017-07,0.35,0.887214504,0.883895131,
2017-08,0.185,0.953261126,0.872659176,
2017-09,0.315,0.885213092,0.853932584,
2017-10,0.38,0.835766423,0.853932584,
2017-11,0.22,0.6448081,0.853932584,
2017-12,0.115,0.386743584,0.850187266,
2018-01,0.095,0.189427831,0.835205993,
2018-02,0.095,0.193312927,0.823970037,
2018-03,0.175,0.167765482,0.816479401,
2018-04,0.085,0.426065458,0.808988764,
2018-05,0.09,0.499058159,0.827715356,
2018-06,0.24,0.842006122,0.853932584,
2018-07,0.475,0.909112315,0.850187266,
2018-08,0.33,0.962561808,0.850187266,
2018-09,0.12,0.932305157,0.827715356,
2018-10,0.325,0.800800565,0.823970037,
2018-11,0.375,0.570873558,0.823970037,
2018-12,0.105,0.347068519,0.816479401,
2019-01,0.175,0.301153756,0.808988764,
2019-02,0.08,0.114551448,0.801498127,
2019-03,0.25,0.205674594,0.790262172,
2019-04,0.16,0.378267012,0.823970037,
2019-05,0.375,0.587708971,0.872659176,
2019-06,0.225,0.707558276,0.561797753,
2019-07,0.245,0.877325171,0.868913858,
2019-08,0.24,0.975041206,0.850187266,
2019-09,0.25,0.87685425,0.535580524,
2019-10,0.435,0.78996939,0.853932584,
2019-11,0.345,0.620320226,0.790262172,
2019-12,0.21,0.381327996,0.857677903,
2020-01,0.245,0.255592183,0.014981273,
2020-03,,,0,
2020-04,,,0.02247191,
2020-05,,,0.052434457,
2020-06,,,0.048689139,
2020-07,,,0.033707865,
2020-08,,,0.04494382,
2020-09,,,0.048689139,
2020-10,,,0.037453184,
2020-11,,,0.041198502,
2020-12,,,0.029962547,
2021-01,,,0.007490637,
